id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
45583,Hinjewadi,3369,1,3,2008,0,10897072
45584,Kalyani Nagar,2186,5,1,1989,0,4317492
45585,Viman Nagar,1060,5,3,2011,1,5559204
45586,Kalyani Nagar,1496,5,2,1997,0,8157809
45587,Koregaon Park,1852,3,1,1990,1,7635815
45588,Kalyani Nagar,3022,4,3,1990,0,13927692
45589,Koregaon Park,2580,4,2,2020,1,3132192
45590,Viman Nagar,1968,2,3,1998,0,7476068
45591,Pimpri-Chinchwad,1542,2,3,2008,1,3158099
45592,Hinjewadi,3100,2,1,1996,1,9621244
45593,Kalyani Nagar,2780,1,2,2011,1,10897092
45594,Koregaon Park,3454,4,3,2014,1,7954309
45595,Viman Nagar,2368,2,2,1986,1,6939934
45596,Viman Nagar,1520,5,1,2000,1,9607701
45597,Pimpri-Chinchwad,2903,4,2,1993,1,12776505
45598,Viman Nagar,2590,3,2,2023,1,10724675
45599,Viman Nagar,1309,5,2,1993,0,5000719
45600,Pimpri-Chinchwad,2941,1,2,2012,0,12110676
45601,Viman Nagar,2243,3,1,2003,0,11850501
45602,Koregaon Park,2474,4,3,1980,1,2716881
45603,Kalyani Nagar,986,3,2,2016,1,12810689
45604,Kalyani Nagar,1700,2,3,2018,1,2010303
45605,Koregaon Park,3489,2,2,1983,1,10408507
45606,Kalyani Nagar,3054,3,3,1981,1,11803022
45607,Viman Nagar,2113,2,3,2019,1,12304371
45608,Kalyani Nagar,1890,2,2,2022,0,3941224
45609,Kalyani Nagar,1861,1,3,1997,1,3111829
45610,Viman Nagar,2047,3,3,1983,0,5233604
45611,Kalyani Nagar,939,5,1,1995,0,14853142
45612,Viman Nagar,2738,3,3,1989,0,8958238
45613,Pimpri-Chinchwad,1958,4,2,1988,1,14029373
45614,Pimpri-Chinchwad,2720,1,1,2020,0,6121909
45615,Kalyani Nagar,3027,2,3,1984,1,6390927
45616,Pimpri-Chinchwad,2999,5,1,1983,0,3944418
45617,Kalyani Nagar,3177,4,2,1999,0,11370843
45618,Pimpri-Chinchwad,2863,2,3,2017,0,6433555
45619,Kalyani Nagar,1317,2,3,2005,0,4359833
45620,Hinjewadi,1028,3,2,1993,0,4252759
45621,Koregaon Park,1791,1,1,2007,0,10746877
45622,Pimpri-Chinchwad,1976,1,1,1983,1,6037528
45623,Viman Nagar,1679,4,1,1983,1,11226150
45624,Koregaon Park,2894,3,2,2018,1,11030006
45625,Kalyani Nagar,3206,3,2,1990,1,14915669
45626,Koregaon Park,1125,3,2,2018,1,7685668
45627,Viman Nagar,1484,3,3,1991,1,13065980
45628,Viman Nagar,2519,5,2,2009,0,2335589
45629,Kalyani Nagar,3464,5,1,1994,0,13965979
45630,Pimpri-Chinchwad,3216,3,3,2001,0,5487779
45631,Pimpri-Chinchwad,1819,3,1,1984,1,11147906
45632,Hinjewadi,2734,5,3,1983,0,6568963
45633,Viman Nagar,2937,4,1,2014,1,6362719
45634,Hinjewadi,1482,3,1,1991,0,4804485
45635,Viman Nagar,1609,4,3,1990,1,3657175
45636,Hinjewadi,3295,4,3,2002,0,3002812
45637,Pimpri-Chinchwad,3112,5,3,2007,0,14907017
45638,Viman Nagar,1124,3,2,1984,0,9784170
45639,Pimpri-Chinchwad,3063,1,3,2003,0,6795524
45640,Koregaon Park,3454,4,1,2021,1,3609351
45641,Pimpri-Chinchwad,1037,5,3,2023,0,3141613
45642,Viman Nagar,2256,4,3,2017,1,4847945
45643,Koregaon Park,3213,5,1,1980,0,2129388
45644,Hinjewadi,2088,2,2,1984,1,4094475
45645,Kalyani Nagar,1690,1,3,2004,0,11470229
45646,Viman Nagar,3418,3,2,1986,0,14338186
45647,Kalyani Nagar,1018,1,3,1992,1,14849892
45648,Kalyani Nagar,1476,4,1,1995,1,14572308
45649,Koregaon Park,2334,4,2,1985,1,11780092
45650,Hinjewadi,893,1,1,1983,0,2979576
45651,Pimpri-Chinchwad,3155,1,2,2019,0,4232543
45652,Koregaon Park,1790,2,1,2023,1,8286047
45653,Hinjewadi,1721,1,3,2009,0,12290624
45654,Pimpri-Chinchwad,2386,1,1,1983,1,14658869
45655,Pimpri-Chinchwad,1914,1,1,2023,0,2325787
45656,Hinjewadi,2486,1,3,2012,0,13147675
45657,Pimpri-Chinchwad,2670,3,3,2003,1,10135382
45658,Viman Nagar,1388,5,1,2018,0,7897002
45659,Viman Nagar,1383,2,1,2016,0,14491011
45660,Koregaon Park,2863,3,3,2015,1,10490001
45661,Pimpri-Chinchwad,1910,1,2,2020,1,10795057
45662,Pimpri-Chinchwad,2524,5,1,1986,0,13202036
45663,Hinjewadi,2808,2,2,2005,0,10295793
45664,Viman Nagar,2132,4,1,1984,0,12207313
45665,Kalyani Nagar,3389,3,2,1998,1,2228141
45666,Koregaon Park,3057,3,3,1996,0,9237694
45667,Viman Nagar,817,3,3,2012,0,4589121
45668,Hinjewadi,2885,5,2,2011,0,8054460
45669,Koregaon Park,2627,2,3,1989,0,6841909
45670,Kalyani Nagar,2177,3,3,1995,1,5260829
45671,Koregaon Park,1018,2,2,2020,0,3495155
45672,Viman Nagar,2085,5,1,2016,1,13214356
45673,Kalyani Nagar,1166,2,1,2004,0,12831121
45674,Hinjewadi,1697,5,1,1996,0,14155263
45675,Koregaon Park,2612,5,1,1997,0,5461557
45676,Viman Nagar,2216,1,1,1980,0,8338236
45677,Hinjewadi,1587,4,2,1998,1,6135932
45678,Kalyani Nagar,2398,5,2,2021,1,10386425
45679,Koregaon Park,2569,1,3,2012,0,12771118
45680,Pimpri-Chinchwad,910,4,3,1980,0,4470650
45681,Viman Nagar,1360,1,3,1983,0,8110678
45682,Viman Nagar,2491,5,1,1997,1,5117527
45683,Pimpri-Chinchwad,2786,1,2,2015,1,4722842
45684,Hinjewadi,3389,1,1,2021,1,11884446
45685,Viman Nagar,1535,1,1,2021,0,14756976
45686,Hinjewadi,2923,2,3,2003,0,7038258
45687,Kalyani Nagar,2875,1,1,1991,0,6993967
45688,Pimpri-Chinchwad,1662,3,3,1992,0,2519374
45689,Hinjewadi,1879,2,2,1980,0,10093380
45690,Kalyani Nagar,2818,2,2,2003,0,14874105
45691,Koregaon Park,2130,2,3,2002,1,12532955
45692,Viman Nagar,2913,5,3,2018,1,6674317
45693,Pimpri-Chinchwad,984,3,3,2000,0,8326506
45694,Koregaon Park,1356,4,3,2004,1,6602245
45695,Koregaon Park,1086,4,2,1990,0,4393318
45696,Koregaon Park,2075,5,1,2023,1,14975984
45697,Hinjewadi,1786,2,3,2007,0,3677326
45698,Viman Nagar,821,3,2,2022,1,10067872
45699,Pimpri-Chinchwad,1756,2,3,2017,1,7990551
45700,Viman Nagar,1967,2,1,1981,1,12118199
45701,Viman Nagar,2820,5,3,2007,1,14712810
45702,Viman Nagar,1484,3,2,1980,0,10233649
45703,Kalyani Nagar,1007,1,3,1998,1,6475420
45704,Kalyani Nagar,1893,4,2,1997,1,9503173
45705,Kalyani Nagar,2479,4,3,2023,1,13005261
45706,Kalyani Nagar,2422,4,2,1989,1,9218351
45707,Viman Nagar,1953,2,2,1999,0,8725292
45708,Viman Nagar,1340,1,3,1997,1,3022744
45709,Pimpri-Chinchwad,1867,1,2,1986,0,10639274
45710,Pimpri-Chinchwad,2616,2,1,2007,1,4591553
45711,Pimpri-Chinchwad,2507,2,3,1986,0,4362650
45712,Pimpri-Chinchwad,2658,3,1,1996,1,11826947
45713,Pimpri-Chinchwad,1847,4,2,2012,0,5207284
45714,Kalyani Nagar,3372,4,2,1982,0,8821418
45715,Viman Nagar,1682,1,1,1999,0,8194789
45716,Pimpri-Chinchwad,906,4,1,2011,1,5027468
45717,Hinjewadi,811,4,1,2007,0,9897154
45718,Pimpri-Chinchwad,826,3,2,2010,1,9815571
45719,Pimpri-Chinchwad,3088,2,2,1993,0,11283273
45720,Viman Nagar,3017,2,3,1984,0,10729776
45721,Kalyani Nagar,3096,5,1,2010,0,8696227
45722,Koregaon Park,3114,1,1,2012,1,7215725
45723,Viman Nagar,1587,5,1,1981,1,7216862
45724,Kalyani Nagar,3423,3,1,1983,1,10300878
45725,Hinjewadi,2806,2,3,1992,1,14614642
45726,Koregaon Park,2216,3,3,1987,1,2164215
45727,Kalyani Nagar,1228,2,2,1984,1,12943389
45728,Kalyani Nagar,2804,5,1,2018,1,10054943
45729,Viman Nagar,3280,5,2,2006,0,12934847
45730,Kalyani Nagar,1883,1,2,2008,0,8700994
45731,Pimpri-Chinchwad,2961,5,3,1994,0,13821127
45732,Kalyani Nagar,1437,1,3,2023,1,10505284
45733,Koregaon Park,962,3,1,1985,1,5354175
45734,Kalyani Nagar,2457,4,3,1995,1,3928270
45735,Hinjewadi,1595,1,1,1982,1,14305298
45736,Pimpri-Chinchwad,3369,5,3,1980,1,14662322
45737,Koregaon Park,2058,4,2,1980,0,7664506
45738,Koregaon Park,2015,3,2,1983,1,13579200
45739,Viman Nagar,1443,5,3,1998,1,12755416
45740,Viman Nagar,2185,3,3,2002,1,10423428
45741,Pimpri-Chinchwad,3049,5,2,2007,0,7234681
45742,Koregaon Park,1305,1,1,2006,1,9385285
45743,Hinjewadi,3419,4,3,2014,1,13770287
45744,Kalyani Nagar,1660,5,2,2020,1,3064752
45745,Kalyani Nagar,1242,5,3,1996,0,10766225
45746,Kalyani Nagar,2225,5,1,2006,1,3059625
45747,Viman Nagar,1133,1,1,2018,1,13007474
45748,Koregaon Park,2487,2,3,2004,0,14873183
45749,Koregaon Park,2177,5,3,2009,0,9020095
45750,Hinjewadi,2390,4,3,1993,0,2736684
45751,Viman Nagar,2172,4,2,1983,0,6353843
45752,Hinjewadi,2315,5,2,2020,1,12182528
45753,Koregaon Park,2142,4,3,1981,0,11077521
45754,Kalyani Nagar,871,5,3,1997,1,7199440
45755,Viman Nagar,2838,3,1,2005,0,14589488
45756,Viman Nagar,1406,5,1,1999,0,6650909
45757,Viman Nagar,2756,5,3,1990,1,8787402
45758,Kalyani Nagar,3159,5,3,2007,0,5640951
45759,Viman Nagar,3138,2,3,2007,1,13896677
45760,Pimpri-Chinchwad,2361,2,3,2008,1,2847724
45761,Viman Nagar,1255,5,1,1992,1,7179744
45762,Kalyani Nagar,2975,4,1,1993,1,7213891
45763,Viman Nagar,2241,2,1,2004,0,8502194
45764,Pimpri-Chinchwad,2761,5,2,2009,1,13954742
45765,Pimpri-Chinchwad,959,3,1,1981,1,14312999
45766,Viman Nagar,2451,4,1,2021,0,7015099
45767,Koregaon Park,3191,4,3,2010,1,9346689
45768,Koregaon Park,3121,1,2,2016,0,6974335
45769,Hinjewadi,2269,5,3,1983,1,14662121
45770,Pimpri-Chinchwad,2541,4,1,1980,0,12079378
45771,Koregaon Park,1709,2,3,2001,1,8841587
45772,Hinjewadi,2070,5,3,2003,0,3036354
45773,Koregaon Park,2440,3,3,1987,0,2848994
45774,Viman Nagar,2166,4,3,1981,0,3040273
45775,Pimpri-Chinchwad,2282,3,3,1984,0,14997559
45776,Koregaon Park,1544,4,2,1999,0,9647986
45777,Viman Nagar,1367,3,3,1999,1,6812363
45778,Hinjewadi,1303,5,3,2018,0,2271587
45779,Viman Nagar,2470,3,1,1984,0,5237447
45780,Hinjewadi,3370,2,1,2019,0,14293873
45781,Koregaon Park,2686,1,3,1997,0,8588164
45782,Kalyani Nagar,2787,1,2,2021,0,13757106
45783,Viman Nagar,2996,2,3,2006,1,3476796
45784,Kalyani Nagar,2948,5,3,1994,0,7714093
45785,Pimpri-Chinchwad,2884,3,2,2013,0,13820526
45786,Kalyani Nagar,2580,3,1,2008,0,12843116
45787,Pimpri-Chinchwad,1803,2,3,2003,0,14835572
45788,Koregaon Park,2653,1,2,2012,0,5782907
45789,Koregaon Park,1983,1,3,1986,0,5635715
45790,Viman Nagar,2375,5,1,1986,0,2682545
45791,Kalyani Nagar,1318,3,2,1987,0,5398871
45792,Pimpri-Chinchwad,1174,2,3,2016,0,12041242
45793,Pimpri-Chinchwad,1175,3,1,1995,0,4913781
45794,Kalyani Nagar,2421,2,2,2022,1,2356075
45795,Koregaon Park,1117,1,1,2018,0,12181858
45796,Koregaon Park,3152,5,3,2006,0,6040696
45797,Pimpri-Chinchwad,2176,5,2,2005,1,3497425
45798,Viman Nagar,3364,1,2,1992,1,14491120
45799,Koregaon Park,3048,1,1,1994,1,6613974
45800,Hinjewadi,2041,3,3,2009,1,3205200
45801,Pimpri-Chinchwad,2652,4,2,2008,0,7927789
45802,Kalyani Nagar,1899,5,3,2013,1,10121326
45803,Kalyani Nagar,3074,5,2,2013,1,14158462
45804,Pimpri-Chinchwad,1928,4,3,2013,0,12621315
45805,Pimpri-Chinchwad,2614,4,2,2018,1,2135694
45806,Koregaon Park,2416,4,2,1986,1,7299382
45807,Pimpri-Chinchwad,2127,1,2,1982,1,9139204
45808,Pimpri-Chinchwad,1208,1,1,2007,0,9013823
45809,Hinjewadi,2952,4,1,2005,0,12290501
45810,Kalyani Nagar,2036,2,1,2008,1,9934003
45811,Koregaon Park,1595,5,1,2000,1,13616841
45812,Viman Nagar,1685,4,3,2009,1,6792562
45813,Koregaon Park,836,3,2,2000,1,4530661
45814,Kalyani Nagar,2764,5,1,1980,0,5215336
45815,Viman Nagar,1082,2,2,2014,0,11352210
45816,Pimpri-Chinchwad,2286,4,1,1991,0,11220228
45817,Hinjewadi,3405,2,2,2000,0,8098984
45818,Hinjewadi,870,5,1,1996,0,4845390
45819,Kalyani Nagar,1735,5,3,1990,1,3382936
45820,Kalyani Nagar,1714,4,2,2006,1,5852149
45821,Hinjewadi,1862,2,1,1983,1,9944034
45822,Viman Nagar,2018,5,2,1989,1,5555043
45823,Viman Nagar,1438,1,1,2021,0,2946065
45824,Koregaon Park,1290,4,3,2002,0,4240167
45825,Pimpri-Chinchwad,1486,4,3,2012,0,10098484
45826,Viman Nagar,1141,1,2,2010,1,10288200
45827,Pimpri-Chinchwad,2839,2,1,1980,0,14189788
45828,Kalyani Nagar,1372,5,3,1981,0,11005854
45829,Viman Nagar,1349,3,2,1996,1,14138160
45830,Viman Nagar,1644,1,2,2006,1,10104014
45831,Viman Nagar,1508,1,1,2007,0,10778416
45832,Koregaon Park,1394,1,3,2003,0,2558705
45833,Kalyani Nagar,3345,1,1,2006,1,11482880
45834,Hinjewadi,2742,3,2,2008,1,6609808
45835,Koregaon Park,3114,2,2,1980,1,7977911
45836,Koregaon Park,2164,5,2,2014,0,2710888
45837,Viman Nagar,886,4,3,2015,1,12663556
45838,Koregaon Park,1277,1,2,2019,1,10762955
45839,Hinjewadi,1192,5,2,2021,0,13613075
45840,Koregaon Park,1716,1,1,2009,1,6210179
45841,Koregaon Park,1320,5,2,1980,1,12260237
45842,Viman Nagar,953,2,3,1996,0,8709355
45843,Kalyani Nagar,2330,3,2,1987,0,3890367
45844,Hinjewadi,1902,3,3,2003,0,2900181
45845,Viman Nagar,863,4,1,2011,0,12045557
45846,Koregaon Park,2746,3,3,1993,1,8991355
45847,Hinjewadi,3098,2,1,1994,1,12363245
45848,Pimpri-Chinchwad,2336,4,1,2016,0,10598013
45849,Koregaon Park,2666,1,2,1996,1,4813568
45850,Kalyani Nagar,1352,3,3,2013,0,8771639
45851,Koregaon Park,2292,5,3,1986,1,11216430
45852,Kalyani Nagar,1567,1,2,2012,1,2051300
45853,Pimpri-Chinchwad,1285,1,1,1987,0,5594292
45854,Viman Nagar,1369,4,3,2001,0,12840678
45855,Viman Nagar,2248,2,2,2023,1,14995698
45856,Viman Nagar,3387,3,1,2019,0,9847299
45857,Hinjewadi,2903,4,1,2006,1,4427188
45858,Kalyani Nagar,1842,5,2,1989,0,13787605
45859,Koregaon Park,2616,5,2,2002,0,6320610
45860,Hinjewadi,1354,3,2,2012,1,6154724
45861,Hinjewadi,1373,3,3,1999,0,6498585
45862,Koregaon Park,1502,3,1,1989,0,6063440
45863,Pimpri-Chinchwad,1074,1,1,2011,0,7369094
45864,Viman Nagar,2716,1,1,1995,1,13502056
45865,Pimpri-Chinchwad,1110,5,3,1994,1,2951089
45866,Pimpri-Chinchwad,2674,1,2,1995,1,8543465
45867,Viman Nagar,1179,5,2,1988,1,4883173
45868,Pimpri-Chinchwad,1145,4,2,2016,0,14896401
45869,Hinjewadi,2862,5,2,2005,0,9006545
45870,Koregaon Park,1795,5,2,2003,1,4041407
45871,Hinjewadi,1578,2,3,1994,0,5225859
45872,Hinjewadi,810,1,1,2000,1,6167023
45873,Kalyani Nagar,2565,2,3,1993,1,11328284
45874,Viman Nagar,1759,1,3,1983,0,9345376
45875,Viman Nagar,2570,1,2,1994,1,8290320
45876,Hinjewadi,2141,5,3,1994,0,14166974
45877,Viman Nagar,2175,5,2,1991,0,2568532
45878,Kalyani Nagar,3026,2,2,2004,1,6441922
45879,Koregaon Park,2065,4,2,2005,0,13618292
45880,Pimpri-Chinchwad,1796,1,1,2000,1,11880736
45881,Viman Nagar,2766,5,2,1984,1,5758949
45882,Hinjewadi,1370,1,1,2014,0,12766287
45883,Viman Nagar,1643,3,1,1994,0,8586079
45884,Hinjewadi,1678,4,2,2007,1,8129421
45885,Pimpri-Chinchwad,2940,5,3,1999,1,12955949
45886,Viman Nagar,3132,4,3,1990,1,2489339
45887,Pimpri-Chinchwad,1872,4,3,2020,1,4025701
45888,Hinjewadi,3323,4,1,1995,1,8377835
45889,Kalyani Nagar,2452,2,3,1995,1,10691537
45890,Kalyani Nagar,1856,1,3,2019,0,5889874
45891,Koregaon Park,1838,3,3,1988,0,11301557
45892,Hinjewadi,3163,2,2,1982,0,10566741
45893,Hinjewadi,3357,4,3,2013,0,5811109
45894,Hinjewadi,1594,3,2,2023,1,13341680
45895,Kalyani Nagar,1402,1,2,2014,0,8753582
45896,Kalyani Nagar,1098,4,3,2019,1,10493571
45897,Kalyani Nagar,2390,3,2,2000,1,7657838
45898,Viman Nagar,1100,4,3,1982,1,12795053
45899,Viman Nagar,2675,2,2,2006,1,3711565
45900,Kalyani Nagar,2912,5,1,1986,1,14534741
45901,Pimpri-Chinchwad,2429,2,2,2006,1,9888750
45902,Viman Nagar,2599,4,1,1989,0,11992964
45903,Viman Nagar,3497,5,2,1988,1,12015263
45904,Viman Nagar,1232,5,3,2014,0,12700734
45905,Viman Nagar,2172,5,2,2005,1,14987323
45906,Koregaon Park,3244,5,2,1991,1,7172609
45907,Viman Nagar,2088,1,2,1995,0,10110771
45908,Pimpri-Chinchwad,2060,4,1,2023,0,13271329
45909,Koregaon Park,2675,2,3,1983,1,2996606
45910,Viman Nagar,2811,1,1,2012,1,9491519
45911,Hinjewadi,3470,5,2,1988,0,13429297
45912,Koregaon Park,3064,3,1,2000,0,3236979
45913,Viman Nagar,1908,3,2,1987,0,11525339
45914,Pimpri-Chinchwad,2440,5,1,1992,0,2173950
45915,Kalyani Nagar,3052,2,2,1991,0,14347383
45916,Viman Nagar,3124,1,3,1982,0,3524435
45917,Hinjewadi,2859,2,3,1992,0,5728658
45918,Pimpri-Chinchwad,2143,4,2,1988,0,2636201
45919,Koregaon Park,2223,1,3,2016,0,6225289
45920,Pimpri-Chinchwad,2670,5,1,1988,0,11800870
45921,Viman Nagar,3356,1,2,2000,0,6131689
45922,Hinjewadi,1652,1,1,2017,1,7837195
45923,Pimpri-Chinchwad,1051,1,3,2009,0,6876543
45924,Pimpri-Chinchwad,3267,2,1,1983,1,10515818
45925,Kalyani Nagar,1558,2,2,2008,0,6950422
45926,Kalyani Nagar,1735,5,2,1988,0,3538390
45927,Viman Nagar,2398,2,2,2002,0,7733469
45928,Koregaon Park,1178,4,3,2020,0,6411564
45929,Koregaon Park,845,2,3,1987,0,3639357
45930,Hinjewadi,2875,5,2,2013,1,8511237
45931,Viman Nagar,1386,3,3,2013,0,8383785
45932,Koregaon Park,1018,4,3,1996,0,8093898
45933,Pimpri-Chinchwad,1758,5,2,1998,0,4033365
45934,Viman Nagar,3304,5,3,1980,0,3246493
45935,Pimpri-Chinchwad,2368,3,1,1989,0,4215412
45936,Hinjewadi,1194,2,3,2002,1,8981334
45937,Viman Nagar,3331,1,2,1985,1,8502713
45938,Hinjewadi,1463,3,2,2006,1,13449355
45939,Kalyani Nagar,3219,2,3,1987,0,10077478
45940,Hinjewadi,2824,3,1,2022,0,11989401
45941,Kalyani Nagar,2063,4,1,1986,1,3597587
45942,Viman Nagar,2197,2,3,1996,1,12767460
45943,Pimpri-Chinchwad,3041,4,1,1986,1,9791606
45944,Pimpri-Chinchwad,1415,5,1,1980,1,8824273
45945,Pimpri-Chinchwad,1374,5,2,1980,0,2907978
45946,Hinjewadi,1524,3,3,2000,0,11020006
45947,Viman Nagar,2410,4,2,2014,0,5365380
45948,Viman Nagar,1658,2,1,1987,1,13611541
45949,Kalyani Nagar,2606,1,3,1980,1,11514191
45950,Viman Nagar,3407,2,1,1997,1,10313909
45951,Pimpri-Chinchwad,1178,4,2,2022,0,13419517
45952,Viman Nagar,1188,4,1,2000,1,11065817
45953,Kalyani Nagar,2287,5,1,2000,1,13698223
45954,Viman Nagar,1945,2,2,1988,0,2832298
45955,Viman Nagar,3077,3,2,2013,1,13352235
45956,Pimpri-Chinchwad,1342,3,1,2021,1,6257802
45957,Viman Nagar,1148,4,1,2011,0,2580237
45958,Hinjewadi,2457,1,1,1990,0,6679096
45959,Kalyani Nagar,2142,5,2,2015,0,6952480
45960,Kalyani Nagar,3271,5,3,1988,1,10312048
45961,Kalyani Nagar,1501,3,2,1989,0,4546830
45962,Viman Nagar,1635,2,3,1993,0,7498373
45963,Hinjewadi,1764,2,3,2020,1,10672809
45964,Kalyani Nagar,2813,4,3,2005,0,2833521
45965,Koregaon Park,913,5,2,1992,0,7828534
45966,Pimpri-Chinchwad,1039,2,3,2019,1,5546986
45967,Koregaon Park,1942,1,1,2021,0,10902152
45968,Koregaon Park,1635,2,2,2009,0,10746410
45969,Kalyani Nagar,1254,5,3,1991,0,13279157
45970,Koregaon Park,3000,2,1,2018,1,3683018
45971,Koregaon Park,1883,5,1,2019,1,9961474
45972,Hinjewadi,1991,5,3,1997,0,4397462
45973,Pimpri-Chinchwad,1480,5,1,1998,0,3895042
45974,Viman Nagar,2812,4,3,2002,1,10522513
45975,Kalyani Nagar,2371,5,2,1996,1,8517415
45976,Kalyani Nagar,986,3,3,2013,0,3749734
45977,Koregaon Park,2761,4,2,1988,1,5519096
45978,Viman Nagar,1026,5,3,1999,1,11995496
45979,Viman Nagar,2474,5,1,2007,1,9727234
45980,Viman Nagar,2875,4,2,2008,0,8591658
45981,Kalyani Nagar,2990,4,3,2023,0,5772118
45982,Kalyani Nagar,1372,1,2,2013,0,3955915
45983,Hinjewadi,2721,1,3,2017,0,12306827
45984,Kalyani Nagar,3005,1,1,1999,0,12695019
45985,Kalyani Nagar,3048,5,1,1992,1,2975042
45986,Hinjewadi,3109,1,1,2013,1,13545812
45987,Kalyani Nagar,3204,2,3,1995,1,12177679
45988,Koregaon Park,1243,4,2,1993,1,13095022
45989,Koregaon Park,2116,4,2,2010,1,14749228
45990,Hinjewadi,3204,1,1,2018,0,5762504
45991,Hinjewadi,1408,4,1,1994,1,3978683
45992,Koregaon Park,1257,2,3,1998,1,14715576
45993,Viman Nagar,1916,4,1,1997,0,11459107
45994,Kalyani Nagar,2337,3,1,2002,1,13049905
45995,Pimpri-Chinchwad,2495,2,1,2020,0,4381939
45996,Pimpri-Chinchwad,3237,5,3,2016,1,3471297
45997,Hinjewadi,2701,1,2,2022,1,7399494
45998,Pimpri-Chinchwad,3384,4,2,1988,0,14088860
45999,Viman Nagar,3424,1,2,1989,1,5207741
46000,Pimpri-Chinchwad,3121,1,3,1993,1,14862434
46001,Koregaon Park,3170,1,1,1991,0,14291797
46002,Hinjewadi,2425,4,1,2021,0,14964649
46003,Pimpri-Chinchwad,1304,4,2,2009,0,13965558
46004,Kalyani Nagar,2284,1,3,2008,0,4305810
46005,Hinjewadi,1258,5,1,2001,0,3857726
46006,Viman Nagar,3364,1,3,2018,1,9528076
46007,Koregaon Park,804,1,1,2021,1,6742889
46008,Pimpri-Chinchwad,1701,1,2,2000,1,12439721
46009,Koregaon Park,1963,4,1,2014,1,2701791
46010,Viman Nagar,2788,3,3,2021,1,5568439
46011,Pimpri-Chinchwad,928,5,1,2017,1,13645078
46012,Hinjewadi,2088,4,1,1980,1,3614875
46013,Hinjewadi,2906,4,1,1983,1,4228809
46014,Kalyani Nagar,2979,1,3,2011,0,13795141
46015,Viman Nagar,2089,5,2,1981,1,6713712
46016,Pimpri-Chinchwad,2004,5,2,1989,0,8224028
46017,Koregaon Park,1710,3,2,2023,1,11582196
46018,Koregaon Park,1595,2,2,2003,1,7972452
46019,Pimpri-Chinchwad,3470,2,2,1993,0,14615334
46020,Viman Nagar,2389,3,3,1984,1,10503221
46021,Viman Nagar,2882,1,1,1997,0,2779051
46022,Koregaon Park,1063,5,3,1980,1,6374141
46023,Pimpri-Chinchwad,1669,1,2,2018,1,3301989
46024,Pimpri-Chinchwad,2314,2,2,1990,1,11954088
46025,Koregaon Park,1717,1,2,2016,1,9394681
46026,Pimpri-Chinchwad,1933,3,3,1995,1,10990780
46027,Pimpri-Chinchwad,2964,5,2,2002,0,10159475
46028,Hinjewadi,2880,1,3,2019,1,2074224
46029,Hinjewadi,2239,2,2,2000,1,10168986
46030,Kalyani Nagar,2147,2,1,1992,0,10914220
46031,Kalyani Nagar,1914,3,1,1983,1,12628545
46032,Viman Nagar,3339,4,2,1987,1,8666999
46033,Hinjewadi,3228,5,1,2001,0,6094856
46034,Hinjewadi,2801,4,2,2018,1,5840205
46035,Hinjewadi,1147,4,3,1997,1,5117442
46036,Hinjewadi,2123,5,1,2014,0,6893436
46037,Viman Nagar,2471,4,3,2010,1,8607033
46038,Koregaon Park,3339,5,3,1992,1,14764759
46039,Viman Nagar,1880,4,1,2014,0,6556948
46040,Koregaon Park,2074,3,3,2016,0,11209107
46041,Kalyani Nagar,1872,5,1,1992,0,13007309
46042,Hinjewadi,2525,4,3,1983,1,13210495
46043,Koregaon Park,2976,1,3,2020,0,2996672
46044,Viman Nagar,1460,2,3,2008,0,12918925
46045,Koregaon Park,837,3,3,2011,1,14158860
46046,Pimpri-Chinchwad,1138,2,3,2003,0,2632216
46047,Kalyani Nagar,2888,4,3,1986,1,11732400
46048,Kalyani Nagar,1117,1,2,2021,0,8869066
46049,Hinjewadi,1902,5,3,2023,1,4566523
46050,Hinjewadi,2187,2,3,1988,0,11120532
46051,Viman Nagar,1856,4,1,1994,1,7768398
46052,Koregaon Park,1400,3,3,2021,0,14179721
46053,Pimpri-Chinchwad,1897,3,3,2002,0,12031246
46054,Kalyani Nagar,2092,3,1,2015,0,9739544
46055,Koregaon Park,1660,4,2,2014,0,11251008
46056,Pimpri-Chinchwad,3400,3,1,2009,0,6773233
46057,Koregaon Park,3049,5,2,1992,1,6022301
46058,Hinjewadi,1283,1,1,1995,0,7128721
46059,Kalyani Nagar,3225,2,3,1988,1,3200697
46060,Pimpri-Chinchwad,1992,1,2,2020,0,5093792
46061,Hinjewadi,3396,2,2,1991,0,11571629
46062,Viman Nagar,2799,5,3,2023,1,11887931
46063,Viman Nagar,2406,3,2,2016,1,10236666
46064,Hinjewadi,1778,5,1,1982,0,2589877
46065,Pimpri-Chinchwad,977,4,1,2012,1,14872252
46066,Pimpri-Chinchwad,1722,1,2,2019,0,7288421
46067,Kalyani Nagar,3038,5,2,2007,1,6220702
46068,Hinjewadi,2886,3,3,1990,0,4727244
46069,Viman Nagar,1960,5,3,2017,1,10032385
46070,Hinjewadi,2645,2,3,1982,0,9662390
46071,Koregaon Park,2851,3,2,1982,0,7411540
46072,Pimpri-Chinchwad,808,5,3,2017,1,10576002
46073,Koregaon Park,3177,4,1,2015,1,9099134
46074,Viman Nagar,2643,3,3,2019,0,10445956
